records,throughput,memory_bytes,adds,modifies,cancels,trades,fills,add_p50_ns,add_p99_ns,add_p999_ns,modify_p50_ns,modify_p99_ns,modify_p999_ns,cancel_p50_ns,cancel_p99_ns,cancel_p999_ns,trade_p50_ns,trade_p99_ns,trade_p999_ns,fill_p50_ns,fill_p99_ns,fill_p999_ns
318000000,5823614,195279608,478029,0,492513,17164,12294,50,350,501,0,0,0,111,531,782,20,41,60,110,411,561
319000000,5905176,195279608,478696,0,491860,17236,12208,50,331,501,0,0,0,110,521,791,20,40,50,110,531,611
320000000,6008683,195279608,479703,0,493148,15897,11252,50,311,490,0,0,0,110,521,791,20,40,60,110,541,641
321000000,5925202,195279608,480224,0,491818,16460,11498,50,320,491,0,0,0,110,531,802,20,40,50,110,471,752
322000000,5884440,195279608,477564,0,491510,17914,13012,50,350,510,0,0,0,110,531,772,20,41,50,110,571,702
323000000,5833509,195279608,476920,0,491525,18245,13310,50,341,501,0,0,0,111,541,782,20,40,50,110,571,761
324000000,5840419,195279608,476043,0,490415,19473,14069,50,331,500,0,0,0,111,541,781,20,40,50,110,541,781
325000000,5907720,195279608,478476,0,491877,17272,12375,50,341,521,0,0,0,111,521,812,20,41,50,110,451,631
326000000,5997394,195279608,479799,0,493059,16005,11137,50,321,491,0,0,0,110,511,781,20,50,60,110,561,661
327000000,5832983,195279608,477482,0,490502,18545,13471,50,321,511,0,0,0,111,551,822,20,41,50,110,511,661
328000000,6045782,195279608,481244,0,494754,13994,10008,50,321,511,0,0,0,110,491,741,20,50,50,110,421,541
329000000,6072256,195279608,480936,0,493501,14914,10649,50,321,491,0,0,0,110,521,771,20,40,50,110,500,621
330000000,5991018,195279608,481086,0,494314,14440,10160,50,331,510,0,0,0,110,511,781,20,41,60,110,480,712
331000000,5925090,195279608,479112,0,493717,15765,11406,50,330,500,0,0,0,111,531,762,20,40,50,110,501,601
332000000,5856073,195279608,480139,0,493980,15119,10762,50,311,491,0,0,0,111,531,792,20,41,50,110,551,662
333000000,6034704,195279608,480356,0,493137,15542,10965,50,320,501,0,0,0,110,521,792,20,41,50,110,461,621
334000000,5864421,195279608,476598,0,490629,19094,13679,50,330,511,0,0,0,111,531,782,20,41,60,110,541,691
335000000,5994981,195279608,479678,0,493131,15783,11408,50,321,491,0,0,0,110,531,761,20,40,50,110,471,671
336000000,5933279,195279608,478520,0,492009,17034,12437,50,330,511,0,0,0,110,531,791,20,40,50,110,511,642
337000000,5947999,195279608,479241,0,492579,16578,11602,50,330,491,0,0,0,110,511,752,20,40,50,110,511,661
338000000,5956804,195279608,476969,0,490312,18977,13742,50,331,501,0,0,0,110,531,781,20,40,60,110,471,681
339000000,5880633,195279608,477223,0,491428,18237,13112,50,320,501,0,0,0,111,541,821,20,40,50,110,511,751
340000000,5925322,195279608,478270,0,491031,17882,12817,50,330,500,0,0,0,111,521,781,20,40,50,110,551,681
341000000,5901391,195279608,477465,0,491399,18290,12846,50,330,501,0,0,0,110,541,792,20,40,60,110,551,621
342000000,5905748,195279608,477914,0,490791,18085,13210,50,311,491,0,0,0,110,541,792,20,40,50,110,561,891
343000000,5955577,195279608,478190,0,492812,17025,11973,50,321,491,0,0,0,110,521,791,20,40,51,110,521,692
344000000,5975447,195279608,476919,0,492906,17532,12643,50,321,481,0,0,0,110,541,791,20,40,50,110,551,762
345000000,5964855,195279608,476310,0,491298,18692,13700,50,311,491,0,0,0,110,521,792,20,40,50,110,491,802
346000000,6020889,195279608,479044,0,491239,17240,12477,50,330,501,0,0,0,110,521,781,20,41,60,110,541,592
347000000,5919165,195279608,478043,0,493484,16473,12000,50,321,491,0,0,0,111,531,792,20,41,60,110,491,631
348000000,5887174,195279608,477965,0,488967,19111,13957,50,330,501,0,0,0,110,541,802,20,40,60,110,531,641
349000000,5864010,195279608,476841,0,490671,18874,13614,50,341,491,0,0,0,110,541,792,20,40,50,110,441,571
350000000,5981870,195279608,475948,0,489228,20142,14682,50,311,491,0,0,0,110,541,801,20,40,50,110,521,601
351000000,5942187,195279608,475298,0,489842,20338,14522,50,321,511,0,0,0,110,541,782,20,40,50,110,541,711
352000000,5921628,195279608,475910,0,489101,20304,14685,50,340,521,0,0,0,110,531,771,20,41,51,110,471,731
353000000,5961966,195279608,474997,0,489724,20334,14945,50,321,491,0,0,0,110,531,761,20,40,50,110,491,691
354000000,5869653,195279608,476276,0,490751,19033,13940,50,331,501,0,0,0,110,531,761,20,40,51,110,471,641
355000000,5948562,195279608,476815,0,491437,18323,13425,50,340,531,0,0,0,110,531,792,20,40,50,110,551,632
356000000,5951881,195279608,474009,0,490635,20540,14816,50,331,501,0,0,0,110,531,782,20,40,51,110,531,701
357000000,5902394,195279608,476401,0,490190,19440,13969,50,311,501,0,0,0,111,531,771,20,40,50,110,451,561
358000000,5935039,195279608,478020,0,490686,18324,12970,50,320,481,0,0,0,111,531,771,20,40,50,110,421,531
359000000,5860969,195279608,477384,0,492472,17371,12773,50,351,531,0,0,0,111,531,811,20,40,50,110,531,631
360000000,5945208,195279608,479699,0,492319,16403,11579,50,330,491,0,0,0,111,511,771,20,40,50,110,460,621
361000000,5938899,195279608,479715,0,492893,15884,11508,50,330,491,0,0,0,111,521,782,20,40,50,110,421,571
362000000,5912032,195279608,477328,0,491008,18418,13246,50,321,491,0,0,0,111,531,772,20,40,50,110,541,772
363000000,5951818,195279608,479126,0,490923,17487,12464,50,331,511,0,0,0,110,531,791,20,40,51,110,511,842
364000000,5953054,195279608,479401,0,491966,16992,11641,50,320,491,0,0,0,111,531,792,20,50,60,110,581,701
365000000,6111214,195279608,480915,0,491706,16053,11326,50,310,501,0,0,0,110,511,771,20,41,50,110,521,771
366000000,6011858,195279608,480046,0,491369,16751,11834,50,310,501,0,0,0,111,521,811,20,40,60,110,541,611
367000000,6053644,195279608,479589,0,490665,17324,12422,50,331,501,0,0,0,110,521,782,20,40,51,110,431,601
368000000,5910312,195279608,476619,0,491385,18530,13466,50,331,501,0,0,0,111,531,772,20,40,50,110,541,731
369000000,6099378,195279608,473935,0,490586,20194,15285,50,321,501,0,0,0,110,521,792,20,40,50,110,501,812
370000000,6017298,195279608,477811,0,490579,18477,13133,50,341,491,0,0,0,110,521,801,20,40,50,110,531,671
371000000,6030688,195279608,478210,0,490588,18269,12933,50,320,511,0,0,0,110,521,791,20,40,50,110,511,571
372000000,5978590,195279608,476898,0,490576,18853,13673,50,340,501,0,0,0,110,521,802,20,40,41,110,471,671
373000000,6085926,195279608,479285,0,491992,16795,11928,50,301,511,0,0,0,110,511,781,20,41,51,110,451,561
374000000,6056329,195279608,478999,0,491942,16751,12308,50,341,500,0,0,0,110,511,771,20,40,60,110,441,661
375000000,6068500,195279608,480467,0,491435,16471,11627,50,340,491,0,0,0,110,520,771,20,40,50,110,481,631
376000000,6063762,195279608,476794,0,490116,19142,13948,50,311,491,0,0,0,110,521,771,20,40,51,110,521,621
377000000,6008835,195279608,475810,0,492463,18271,13456,50,340,491,0,0,0,110,521,791,20,40,50,110,481,551
378000000,6053794,195279608,476806,0,489705,19152,14337,50,320,491,0,0,0,110,531,782,20,40,50,110,541,871
379000000,5944113,195279608,477414,0,489939,18732,13915,50,341,551,0,0,0,110,531,762,20,40,50,110,591,782
380000000,5930527,195279608,479131,0,492461,16223,12185,50,321,501,0,0,0,110,531,762,20,40,51,110,581,881
381000000,5963585,195279608,480923,0,493077,15020,10980,50,321,491,0,0,0,110,521,771,20,40,50,110,471,612
382000000,5979412,195279608,477930,0,490530,18080,13460,50,331,511,0,0,0,110,541,801,20,41,51,110,531,622
383000000,6093285,195279608,479292,0,492560,16278,11870,50,320,501,0,0,0,110,511,791,20,40,50,110,531,672
384000000,6091094,195279608,480350,0,492474,15775,11401,50,320,491,0,0,0,110,521,801,20,41,50,110,481,571
385000000,6303870,195279608,480905,0,492567,15581,10947,40,291,481,0,0,0,110,480,761,20,41,61,110,531,761
386000000,5938811,195279608,479403,0,495863,14321,10413,50,340,491,0,0,0,110,531,772,20,40,50,110,461,601
387000000,6107637,195279608,480426,0,492050,16158,11366,50,321,481,0,0,0,110,490,751,20,40,60,110,481,551
388000000,6026966,195279608,479839,0,490203,17550,12408,50,330,491,0,0,0,110,521,761,20,40,50,110,441,652
389000000,6162774,195279608,479823,0,493994,15456,10727,50,300,481,0,0,0,110,511,781,20,40,51,110,511,691
390000000,6107631,195279608,480523,0,492282,15888,11307,50,330,491,0,0,0,110,521,741,20,41,50,110,541,692
391000000,6081685,195279608,479821,0,492741,15900,11538,50,311,501,0,0,0,110,520,782,20,41,51,110,551,721
392000000,6087243,195279608,481419,0,492287,15414,10880,41,311,481,0,0,0,110,501,811,20,40,51,110,531,632
393000000,5905872,195279608,479424,0,494050,15496,11030,50,341,531,0,0,0,111,541,791,20,50,60,110,491,662
394000000,5948288,195279608,478708,0,491532,17393,12367,50,331,511,0,0,0,110,521,772,20,41,60,110,551,751
395000000,6054826,195279608,480918,0,492696,15498,10888,50,331,501,0,0,0,110,520,762,20,41,60,110,521,851
396000000,6265621,195279608,481531,0,493002,15005,10462,50,301,491,0,0,0,110,481,742,20,40,50,110,501,782
397000000,6242609,195279608,482473,0,493536,14284,9707,50,301,491,0,0,0,110,481,771,20,40,50,110,561,861
398000000,6154573,195279608,478621,0,492740,16684,11955,50,311,511,0,0,0,110,511,781,20,41,60,110,511,741
399000000,6109769,195279608,479267,0,491605,17102,12026,50,331,521,0,0,0,110,521,781,20,40,50,110,461,541
400000000,6093221,195279608,478611,0,491199,17749,12441,50,310,501,0,0,0,110,491,741,20,40,50,110,470,581
401000000,6059962,195279608,479709,0,494630,15079,10582,50,321,501,0,0,0,110,511,751,20,41,50,110,521,701
402000000,6040590,195279608,481178,0,493259,14945,10618,50,301,491,0,0,0,110,521,781,20,41,60,110,541,621
403000000,6003572,195279608,481208,0,493774,14771,10247,50,330,491,0,0,0,110,501,772,20,40,50,110,531,621
404000000,6150250,195279608,478730,0,492826,16627,11817,41,301,501,0,0,0,110,511,781,20,40,50,110,541,611
405000000,5928825,195279608,471192,0,501592,15740,11476,50,331,500,0,0,0,110,541,792,20,41,60,110,541,711
406000000,5859568,195279608,484404,0,490649,14638,10309,60,361,521,0,0,0,110,501,772,20,50,60,110,461,671
407000000,5910106,195279608,483220,0,490627,15150,11003,50,340,491,0,0,0,110,531,792,20,41,50,110,481,771
408000000,5996017,195279608,480007,0,492075,16354,11564,50,331,491,0,0,0,110,491,761,20,40,51,110,511,791
409000000,5967154,195279608,482596,0,489643,16408,11353,50,341,521,0,0,0,110,521,751,20,40,50,110,551,681
410000000,5953540,195279608,478874,0,491467,17350,12309,50,331,491,0,0,0,110,531,791,20,40,50,110,541,702
411000000,5976344,195279608,478985,0,491695,17286,12034,50,340,501,0,0,0,110,531,792,20,40,50,110,571,772
412000000,6043490,195279608,478053,0,491149,17916,12882,50,311,491,0,0,0,110,521,772,20,40,51,110,470,571
413000000,5997290,195279608,479603,0,492157,16555,11685,50,341,501,0,0,0,110,521,772,20,41,50,110,551,701
414000000,5870900,195279608,477752,0,491301,17596,13351,50,330,491,0,0,0,110,541,791,20,40,50,110,581,731
415000000,6092524,195279608,481674,0,494582,13904,9840,50,321,491,0,0,0,110,521,802,20,50,51,110,471,661
416000000,5986458,195279608,481865,0,492840,14913,10382,50,330,501,0,0,0,110,511,772,20,40,41,110,491,932
417000000,6053166,195279608,478976,0,492058,16991,11975,50,321,501,0,0,0,110,521,791,20,40,60,110,471,581
418000000,5942026,195279608,478583,0,490115,18236,13066,50,331,501,0,0,0,110,541,821,20,41,50,110,551,721
419000000,5901055,195279608,479100,0,492681,16440,11779,50,321,491,0,0,0,110,531,771,20,40,50,110,491,551
420000000,5937197,195279608,480603,0,494016,14938,10443,50,321,491,0,0,0,110,531,802,20,40,50,110,501,601
421000000,5956134,195279608,479864,0,493726,15320,11090,50,331,490,0,0,0,111,531,772,20,40,50,110,471,641
422000000,5922341,195279608,481425,0,494743,13849,9983,50,331,491,0,0,0,111,530,771,20,41,60,110,541,681
423000000,6053884,195279608,482052,0,493645,14197,10106,50,331,491,0,0,0,110,501,782,20,50,51,110,500,601
424000000,6103849,195279608,480549,0,493030,15273,11148,50,301,481,0,0,0,110,531,772,20,40,50,110,461,681
425000000,6019318,195279608,479864,0,491751,16566,11819,50,330,481,0,0,0,110,511,782,20,40,50,110,491,561
426000000,6020423,195279608,480323,0,491799,16285,11593,50,330,501,0,0,0,110,521,782,20,40,50,110,561,641
427000000,5951037,195279608,476664,0,491934,18361,13041,50,340,511,0,0,0,110,531,782,20,40,50,110,481,672
428000000,6053761,195279608,481294,0,492278,15509,10919,50,311,491,0,0,0,110,491,772,20,41,51,110,551,812
429000000,5992400,195279608,478499,0,491815,17218,12468,50,321,511,0,0,0,110,531,802,20,41,60,110,521,591
430000000,6045336,195279608,480620,0,494948,14584,9848,50,310,481,0,0,0,110,511,791,20,50,50,110,441,591
431000000,5956877,195279608,478960,0,492980,16194,11866,50,350,501,0,0,0,111,521,792,20,50,50,110,541,712
432000000,6131537,195279608,479371,0,492572,16458,11599,50,320,501,0,0,0,110,511,792,20,41,51,110,551,842
433000000,6089585,195279608,478937,0,490970,17812,12281,50,330,491,0,0,0,110,511,771,20,40,50,110,470,681
434000000,5991965,195279608,478629,0,492111,17080,12180,50,331,521,0,0,0,110,531,751,20,40,50,110,531,631
435000000,6173504,195279608,481413,0,492574,15383,10630,50,300,481,0,0,0,110,501,761,20,40,61,110,460,521
436000000,6056178,195279608,478238,0,491010,17959,12793,41,311,501,0,0,0,111,521,772,20,40,50,110,551,741
437000000,6027858,195279608,478294,0,491185,17764,12757,50,340,501,0,0,0,110,521,781,20,40,51,110,471,571
438000000,6063466,195279608,481516,0,493694,14527,10263,50,321,501,0,0,0,110,521,801,20,40,50,110,531,682
439000000,6100276,195279608,479459,0,492623,16450,11468,50,300,501,0,0,0,110,481,781,20,41,60,110,501,631
440000000,6027153,195279608,479723,0,493288,15768,11221,50,300,501,0,0,0,110,501,751,20,40,50,110,411,481
441000000,6138403,195279608,480040,0,492809,15773,11378,50,311,501,0,0,0,110,521,772,20,41,50,110,581,752
442000000,6096115,195279608,478525,0,491558,17419,12498,50,340,491,0,0,0,110,511,761,20,41,50,110,471,671
443000000,6154019,195279608,478373,0,491280,17574,12773,50,320,481,0,0,0,110,511,761,20,40,51,110,491,591
444000000,6131853,195279608,480333,0,492326,16126,11215,50,301,471,0,0,0,110,501,761,20,40,50,110,551,831
445000000,6145165,195279608,479468,0,492117,16723,11692,50,321,491,0,0,0,110,501,732,20,40,50,110,541,651
446000000,6054210,195279608,479458,0,492510,16396,11636,50,311,491,0,0,0,110,491,741,20,40,50,110,430,671
447000000,6068654,195279608,479294,0,492357,16678,11671,50,331,481,0,0,0,110,500,762,20,40,51,110,551,871
448000000,6035717,195279608,478706,0,491682,17227,12385,50,311,471,0,0,0,110,531,802,20,40,50,110,561,681
449000000,6031743,195279608,478683,0,489627,18264,13426,50,331,501,0,0,0,110,521,772,20,40,50,110,521,692
450000000,5998375,195279608,474862,0,488662,21221,15255,50,320,511,0,0,0,110,541,792,20,40,50,110,531,721
451000000,6023123,195279608,478383,0,490450,18249,12918,50,331,501,0,0,0,110,541,792,20,40,51,110,561,912
452000000,5932097,195279608,477357,0,494039,16638,11966,50,321,501,0,0,0,110,541,772,20,40,50,110,461,671
453000000,5973129,195279608,478495,0,490623,18009,12873,50,320,501,0,0,0,110,531,801,20,40,50,110,531,702
454000000,5956697,195279608,478411,0,490946,17876,12767,50,341,500,0,0,0,110,531,772,20,40,60,110,551,731
455000000,6008249,195279608,477819,0,491640,17840,12701,50,331,491,0,0,0,110,521,791,20,40,50,110,471,611
456000000,6082169,195279608,480610,0,491817,16345,11228,50,331,491,0,0,0,110,491,741,20,41,51,110,441,622
457000000,6032074,195279608,476566,0,489940,19477,14017,50,330,491,0,0,0,110,511,761,20,40,50,110,521,601
458000000,6031943,195279608,477843,0,489444,18894,13819,50,320,491,0,0,0,110,501,762,20,40,50,110,501,632
459000000,6057672,195279608,476423,0,490102,19700,13775,50,321,491,0,0,0,110,511,751,20,40,50,110,561,711
460000000,6062342,195279608,478173,0,490208,18885,12734,50,330,501,0,0,0,110,501,732,20,40,50,110,461,611
461000000,6139805,195279608,478406,0,491115,17853,12626,50,341,501,0,0,0,110,501,781,20,41,50,110,441,571
462000000,6064970,195279608,476505,0,489704,19811,13980,50,321,481,0,0,0,110,531,781,20,40,60,110,531,722
463000000,6002214,195279608,475452,0,489502,20400,14646,50,321,501,0,0,0,110,521,752,20,40,50,110,471,632
464000000,6126812,195279608,478920,0,490950,17804,12326,50,301,511,0,0,0,110,511,772,20,40,50,110,531,771
465000000,6050227,195279608,478795,0,492592,16643,11970,50,311,491,0,0,0,110,521,762,20,40,50,110,481,691
466000000,6027988,195279608,479098,0,489931,18193,12778,50,311,491,0,0,0,110,511,732,20,40,50,110,511,641
467000000,6042769,195279608,475712,0,490028,20049,14211,50,311,491,0,0,0,110,531,781,20,40,50,110,531,651
468000000,5992490,195279608,478797,0,490704,17809,12690,50,331,511,0,0,0,110,531,811,20,40,50,110,521,591
469000000,6134057,195279608,479471,0,488277,18962,13290,50,310,491,0,0,0,110,481,752,20,40,50,110,551,782
470000000,5936918,195279608,476932,0,491536,18397,13135,50,330,501,0,0,0,111,521,752,20,40,50,110,481,691
471000000,5997005,195279608,480587,0,491581,16444,11388,50,330,491,0,0,0,110,511,771,20,40,60,110,511,631
472000000,6070803,195279608,479054,0,490489,18096,12361,50,321,501,0,0,0,110,521,761,20,40,50,110,491,872
473000000,6089739,195279608,474370,0,490535,20512,14583,50,310,501,0,0,0,110,521,761,20,41,50,110,541,682
474000000,6212222,195279608,476799,0,488796,20188,14217,50,311,501,0,0,0,110,491,742,20,40,51,110,461,772
475000000,6077392,195279608,476270,0,490291,19512,13927,50,321,491,0,0,0,110,511,761,20,40,50,110,461,651
476000000,6057992,195279608,478084,0,489755,19131,13030,50,320,491,0,0,0,110,511,771,20,40,50,110,491,721
477000000,6030389,195279608,476662,0,490950,19025,13363,50,311,491,0,0,0,110,521,751,20,40,60,110,511,741
478000000,6101105,195279608,475030,0,489584,20437,14949,50,310,491,0,0,0,110,501,742,20,40,50,110,451,662
479000000,6071261,195279608,476187,0,490764,19351,13698,50,340,500,0,0,0,110,511,761,20,40,61,110,481,691
480000000,6066204,195279608,478026,0,490186,18865,12923,50,340,510,0,0,0,110,500,792,20,40,50,110,470,702
481000000,6048512,195279608,477528,0,490785,18804,12883,50,331,511,0,0,0,110,531,791,20,40,50,110,430,561
482000000,6175378,195279608,476317,0,489098,20506,14079,50,330,501,0,0,0,110,521,791,20,40,50,110,551,721
483000000,6176382,195279608,472425,0,487904,23184,16487,50,300,481,0,0,0,110,491,761,20,40,50,110,461,741
484000000,6146097,195279608,474121,0,487616,22383,15880,50,311,491,0,0,0,110,531,801,20,40,50,110,490,601
485000000,6086849,195279608,471509,0,489427,22950,16114,50,320,501,0,0,0,110,511,782,20,40,50,110,471,661
486000000,6058283,195279608,474409,0,489134,21575,14882,50,321,481,0,0,0,110,521,761,20,40,51,110,441,661
487000000,5973536,195279608,477331,0,492512,17438,12719,50,341,501,0,0,0,110,531,782,20,40,41,110,491,631
488000000,6152423,195279608,479817,0,489642,18229,12312,50,311,501,0,0,0,110,511,782,20,40,50,110,471,621
489000000,6015329,195279608,475562,0,491942,19037,13459,50,311,480,0,0,0,110,521,742,20,40,50,110,541,581
490000000,6171459,195279608,478344,0,490422,18181,13053,50,311,491,0,0,0,110,501,812,20,40,50,110,481,551
491000000,6039274,195279608,478403,0,489618,18629,13350,50,330,491,0,0,0,110,521,771,20,40,50,110,461,581
492000000,6002390,195279608,477614,0,491665,17775,12946,50,330,491,0,0,0,110,501,761,20,40,50,110,481,601
493000000,6010575,195279608,478083,0,489929,18609,13379,50,341,501,0,0,0,110,511,782,20,40,41,110,651,881
494000000,6174496,195279608,477981,0,491346,17871,12802,50,310,501,0,0,0,110,521,771,20,40,50,110,441,481
495000000,6086911,195279608,477757,0,488955,19438,13850,50,291,491,0,0,0,110,521,761,20,40,50,110,491,581
496000000,5972613,195279608,475261,0,492594,18478,13667,50,321,511,0,0,0,110,531,771,20,40,50,110,491,681
497000000,6047324,195279608,480271,0,490181,17296,12252,50,341,501,0,0,0,110,531,791,20,40,50,110,541,702
498000000,6008296,195279608,477067,0,490242,18971,13720,50,330,491,0,0,0,110,531,781,20,40,50,110,541,781
499000000,5943289,195279608,475783,0,489900,19714,14603,50,311,491,0,0,0,110,531,792,20,40,50,110,531,562
500000000,5938954,195279608,480013,0,492068,16341,11578,50,331,491,0,0,0,110,521,782,20,41,60,110,581,801
501000000,5963206,195279608,478338,0,491538,17508,12616,50,321,501,0,0,0,110,531,812,20,40,50,110,551,691
502000000,6044889,195279608,479082,0,491656,17115,12147,50,340,501,0,0,0,110,501,771,20,40,60,110,471,681
503000000,6144984,195279608,480185,0,492194,16223,11398,50,320,501,0,0,0,110,501,781,20,40,50,110,421,541
504000000,5860964,195279608,475606,0,490610,19378,14406,50,360,551,0,0,0,110,561,821,20,40,50,110,581,752
505000000,5934123,195279608,476595,0,491693,17955,13757,50,331,491,0,0,0,110,541,791,20,40,50,110,541,851
506000000,6057714,195279608,479949,0,492039,16113,11899,50,330,501,0,0,0,110,501,751,20,40,50,110,541,671
507000000,5840679,195279608,474847,0,489165,20560,15428,50,341,501,0,0,0,110,541,802,20,40,50,110,612,752
508000000,5965752,195279608,483214,0,492791,13964,10031,60,340,491,0,0,0,110,501,741,20,40,50,110,501,651
509000000,5923928,195279608,479638,0,493207,15595,11560,51,350,501,0,0,0,110,501,791,20,40,60,110,572,641
510000000,5920727,195279608,479515,0,492798,15928,11759,60,341,501,0,0,0,110,521,772,20,50,60,110,551,701
511000000,5995330,195279608,481685,0,491005,15925,11385,50,341,500,0,0,0,110,511,751,20,41,50,110,461,551
512000000,5870635,195279608,481911,0,493336,14455,10298,60,341,491,0,0,0,110,531,761,20,41,50,110,531,571
513000000,5909069,195279608,481152,0,493473,14740,10635,51,351,491,0,0,0,110,521,762,20,50,60,110,511,551
514000000,5968894,195279608,478092,0,491309,17775,12824,50,341,491,0,0,0,110,521,781,20,40,50,110,481,571
515000000,5959945,195279608,480752,0,491653,16183,11412,50,331,491,0,0,0,110,511,752,20,40,50,110,461,601
516000000,6008447,195279608,477892,0,489450,18960,13698,50,341,501,0,0,0,110,521,791,20,40,51,110,461,711
517000000,6033584,195279608,479983,0,492215,16129,11673,50,321,521,0,0,0,110,501,751,20,41,60,110,461,571
518000000,5956803,195279608,480359,0,493630,15112,10899,50,321,501,0,0,0,110,521,802,20,50,50,110,521,742
519000000,6133349,195279608,481538,0,492828,15122,10512,50,310,501,0,0,0,110,501,762,20,41,60,110,471,561
520000000,6029713,195279608,479865,0,492933,15919,11283,50,311,501,0,0,0,110,521,791,20,40,60,110,481,702
521000000,6036586,195279608,481025,0,492589,15390,10996,50,331,501,0,0,0,110,511,782,20,40,50,110,471,621
522000000,6070666,195279608,478254,0,493309,16376,12061,50,321,501,0,0,0,110,531,771,20,40,50,110,511,651
523000000,6069382,195279608,480555,0,493590,14994,10861,50,320,511,0,0,0,110,511,771,20,50,60,110,531,641
524000000,6008201,195279608,476941,0,491135,18244,13680,50,330,501,0,0,0,110,531,781,20,40,60,110,551,732
525000000,6047041,195279608,482097,0,493901,13993,10009,50,320,501,0,0,0,110,491,731,20,41,60,110,501,681
526000000,6021917,195279608,479707,0,492176,16409,11708,50,340,501,0,0,0,110,501,732,20,41,51,110,491,561
527000000,6004150,195279608,481072,0,492412,15503,11013,50,341,501,0,0,0,110,491,721,20,40,51,110,471,651
528000000,6010720,195279608,480948,0,491968,15954,11130,50,320,491,0,0,0,110,491,771,20,40,60,110,471,622
529000000,6006115,195279608,478305,0,491763,17350,12582,50,320,501,0,0,0,111,511,722,20,40,50,110,461,601
530000000,6120957,195279608,483949,0,494611,12707,8733,50,311,481,0,0,0,110,481,731,20,40,50,110,461,692
531000000,6044761,195279608,480127,0,490982,16934,11957,50,320,481,0,0,0,110,511,772,20,40,60,110,471,581
532000000,5962108,195279608,476209,0,492149,18203,13439,50,351,511,0,0,0,111,531,801,20,40,60,110,541,692
533000000,6061967,195279608,481553,0,492661,15071,10715,50,320,491,0,0,0,110,491,782,20,41,60,110,471,581
534000000,6106251,195279608,479122,0,491879,16976,12023,50,310,491,0,0,0,110,491,742,20,40,60,110,471,732
535000000,6051083,195279608,479271,0,491913,16575,12241,50,330,511,0,0,0,110,521,792,20,40,41,110,541,882
536000000,6080777,195279608,480060,0,493251,15470,11219,50,321,491,0,0,0,110,510,791,20,41,60,110,541,651
537000000,6121379,195279608,480197,0,490695,16951,12157,50,321,501,0,0,0,110,491,752,20,40,61,110,461,822
538000000,6059838,195279608,478122,0,490608,18217,13053,50,311,481,0,0,0,110,501,792,20,41,50,110,541,722
539000000,6091347,195279608,478982,0,492081,16819,12118,50,341,521,0,0,0,110,481,781,20,40,60,110,541,651
540000000,6112623,195279608,481605,0,490792,16304,11299,50,321,491,0,0,0,110,501,762,20,40,50,110,461,792
541000000,6030257,195279608,478185,0,489836,18652,13327,50,321,501,0,0,0,110,521,771,20,40,50,110,431,611
542000000,6039015,195279608,481761,0,495328,13503,9408,50,310,501,0,0,0,110,511,811,20,50,60,110,471,681
543000000,6140014,195279608,482102,0,491820,15419,10659,50,311,501,0,0,0,110,491,712,20,41,60,110,431,581
544000000,6157464,195279608,480248,0,491883,16311,11558,50,301,511,0,0,0,110,491,742,20,41,51,110,471,571
545000000,6117937,195279608,478256,0,491829,17406,12509,50,311,510,0,0,0,110,501,762,20,40,51,110,531,672
546000000,6084646,195279608,479001,0,494101,15911,10987,50,311,501,0,0,0,110,511,761,20,40,50,110,561,762
547000000,5949700,195279608,479316,0,490815,17530,12339,50,331,511,0,0,0,111,531,791,20,40,50,110,551,771
548000000,5941973,195279608,476635,0,489937,19536,13892,50,331,481,0,0,0,111,531,791,20,41,50,110,501,661
549000000,5985455,195279608,475627,0,491977,18973,13423,50,321,481,0,0,0,110,531,781,20,40,50,110,551,791
550000000,6071766,195279608,480664,0,493393,15197,10746,50,321,501,0,0,0,110,481,711,20,40,50,110,461,551
551000000,6103662,195279608,481601,0,493426,14613,10360,50,320,491,0,0,0,110,481,751,20,40,60,110,431,541
552000000,6117751,195279608,481488,0,491536,15885,11091,50,321,501,0,0,0,110,481,771,20,40,50,110,440,621
553000000,5933792,195279608,476908,0,489402,19467,14223,50,320,501,0,0,0,111,541,762,20,40,50,110,471,591
554000000,6001702,195279608,475907,0,489945,19705,14443,50,321,501,0,0,0,110,541,801,20,40,60,110,511,752
555000000,6123089,195279608,481491,0,492764,15305,10440,50,311,481,0,0,0,110,491,721,20,40,50,110,471,561
556000000,6118909,195279608,480240,0,493403,15390,10967,50,300,481,0,0,0,110,491,782,20,40,50,110,471,611
557000000,6228470,195279608,481795,0,493139,14807,10259,50,300,521,0,0,0,110,481,732,20,40,50,110,551,792
558000000,6157753,195279608,480449,0,490114,17251,12186,41,301,491,0,0,0,110,511,761,20,40,50,110,460,621
559000000,6276567,195279608,478276,0,489929,18529,13266,50,290,481,0,0,0,110,500,731,20,40,50,110,501,601
560000000,6066279,195279608,474074,0,491773,19740,14413,50,330,500,0,0,0,110,531,772,20,40,50,110,531,581
561000000,6169667,195279608,475036,0,489378,20305,15281,40,300,481,0,0,0,110,521,781,20,40,50,110,461,621
562000000,6176660,195279608,480632,0,492101,15749,11518,50,311,501,0,0,0,110,491,751,20,41,60,110,441,612
563000000,6095265,195279608,478333,0,491242,17707,12718,50,311,491,0,0,0,110,511,761,20,40,50,110,461,561
564000000,6174354,195279608,482579,0,495573,12385,9463,50,310,491,0,0,0,110,471,701,20,40,50,110,471,621
